"stco","year","ppt"
8025,1981,153.135650797737
8027,1981,304.317448720996
8029,1981,164.805605930529
8031,1981,293.514400821249
8033,1981,315.342431993856
8035,1981,373.296810856781
8037,1981,265.712827140084
8039,1981,325.507633881697
8041,1981,313.373343788343
8043,1981,253.670910534772
8045,1981,258.388137723661
8047,NA,NA
8049,1981,247.85893792389
8051,1981,256.097315297749
8053,1981,407.859079122683
8055,1981,377.605070373081
8057,1981,257.073556634552
8059,1981,308.06235234999
8061,1981,250.745871968473
8063,1981,383.037426094405
8065,1981,232.130989374247
8067,1981,257.995078640292
8069,1981,304.357454546266
8071,1981,370.73890040669
8073,1981,299.334467613706
8075,1981,418.396998779974
8077,1981,167.571975889351
8079,1981,433.308050006102
8081,1981,281.313731722033
8083,1981,241.481474419854
8085,1981,176.07722382838
8087,1981,342.648137098548
8089,1981,151.818386295186
8091,1981,341.209562673221
8093,1981,241.011363465093
8095,1981,502.555320272285
8097,1981,290.916746482361
8099,1981,249.118856209729
8101,1981,238.302303211972
8103,1981,283.303664213652
8105,1981,176.56711336896
8107,1981,323.5843011627
8109,1981,182.750102063923
8111,1981,572.75436711975
8113,1981,299.948114373725
8115,1981,455.472078645578
8117,1981,265.141427696207
8119,1981,366.792698359745
8121,1981,377.179188586499
8123,1981,313.004793363028
8125,1981,422.381755291387
9001,1981,387.262623309252
9003,1981,397.650269877257
9005,1981,407.091360330351
9007,1981,419.620401270524
9009,1981,397.249328129758
9011,1981,449.263298225167
9013,1981,393.286898605368
9015,1981,422.648385427484
10001,1981,533.206143291269
10003,1981,514.222542897358
10005,1981,549.509133348414
12001,1981,674.603047354229
12003,1981,832.312961696691
12005,1981,666.736205991079
12007,1981,705.625986342743
12009,1981,533.354946366861
12011,1981,796.272313066067
12013,1981,600.355014353347
12015,1981,783.476329410248
12017,1981,719.865137672509
12019,1981,702.700917108128
12021,1981,738.189591447944
12023,1981,761.89630770351
12027,1981,690.36446544635
12029,1981,781.323162661555
12031,1981,637.662075968442
12033,1981,651.943278336671
12035,1981,543.515146609648
12037,1981,635.552887668301
12039,1981,703.787459967691
12041,1981,734.716216193254
12043,1981,597.520951187635
12045,1981,618.787693808488
12047,1981,744.804910592599
12049,1981,601.904911333236
12051,1981,603.007702682429
12053,1981,728.793957572507
12055,1981,583.004751476781
12057,1981,687.154654621868
12059,1981,570.663912142016
12061,1981,664.404551912197
12063,1981,566.874444338662
12065,1981,616.44637978979
12067,1981,751.218134017198
12069,1981,663.297557907425
12071,1981,846.728400967346
12073,1981,639.586135997079
12075,1981,697.76952800979
12077,1981,627.551076011077
12079,1981,724.184086349788
12081,1981,810.193478761921
12083,1981,612.128423520037
12085,1981,549.733660258018
12086,1981,864.412694683401
12087,1981,555.894803826309
12089,1981,597.380253843348
12091,1981,630.342293165121
12093,1981,556.955881970959
12095,1981,662.74511710459
12097,1981,604.90615937794
12099,1981,688.990750741333
12101,1981,758.013370341717
12103,1981,685.231790470594
12105,1981,599.396683045357
12107,1981,603.954069964483
12109,1981,554.632299137362
12111,1981,645.626073802299
12113,1981,685.208153074223
12115,1981,950.968578653836
12117,1981,624.774857165671
12119,1981,673.447785139522
12121,1981,725.526904238938
12123,1981,660.627593284101
12125,1981,744.204287539767
12127,1981,535.529155858807
12129,1981,696.025450366452
12131,1981,674.474936469369
12133,1981,574.652134955125
13001,1981,636.543635802677
13003,1981,575.12766441522
13005,1981,582.091221738164
13007,1981,586.003322291029
13009,1981,521.537547455535
13011,1981,406.597532695086
13013,1981,357.26439142485
13015,1981,618.890277668438
13017,1981,487.084948311018
13019,1981,540.638599058607
13021,1981,536.43671787912
13023,1981,523.239645775922
13025,1981,704.841167011818
13027,1981,607.728508872631
13029,1981,598.865518341687
13031,1981,565.128185175285
13033,1981,520.315167711426
13035,1981,469.981462351015
13037,1981,603.827956283929
13039,1981,648.66142533228
13043,1981,595.651238659676
13045,1981,593.658991282607
13047,1981,565.197710818665
13049,1981,731.09512445134
13051,1981,638.586426736661
13053,1981,560.592935011371
13055,1981,607.10016919897
13057,1981,583.901333268491
13059,1981,390.855789820642
13061,1981,603.797745345602
13063,1981,454.590181011211
13065,1981,617.795504527714
13067,1981,616.841147993473
13069,1981,570.322012763108
13071,1981,583.054397237054
13073,1981,592.407866435551
13075,1981,556.582119099265
13077,1981,505.796676259884
13079,1981,526.688599869609
13081,1981,430.331156503384
13083,1981,688.937405516492
13085,1981,553.820231429396
13087,1981,647.414848725023
13089,1981,504.955886001793
13091,1981,580.860541402445
13093,1981,455.585510301177
13095,1981,568.714260337046
13097,1981,577.528476351125
13099,1981,578.364249908882
13101,1981,640.831508870618
13103,1981,649.157654663378
13105,1981,429.040783958211
13107,1981,541.311641523903
13109,1981,577.171869764359
13111,1981,621.43979957065
13113,1981,467.922167434751
13115,1981,576.980220181737
13117,1981,561.268475689277
13119,1981,338.327709986247
13121,1981,532.823318895903
13123,1981,632.998873626226
13125,1981,529.236259852769
13127,1981,625.276304787512
13129,1981,539.17906469313
13131,1981,627.382053223231
13133,1981,459.252603607687
13135,1981,486.986186470433
13137,1981,493.062782284805
13139,1981,474.197433633064
13141,1981,508.258790181254
13143,1981,629.009970535261
13145,1981,503.196059937346
13147,1981,348.130964491134
13149,1981,550.790450783451
13151,1981,471.606464734253
13153,1981,511.157379502297
13155,1981,483.940605790088
13157,1981,398.807767993059
13159,1981,516.065910232229
13161,1981,594.110919307759
13163,1981,484.519884101484
13165,1981,526.638914203541
13167,1981,530.116849036749
13169,1981,496.903903290617
13171,1981,461.420777119053
13173,1981,573.545752996269
13175,1981,564.061112721145
13177,1981,488.214797056177
13179,1981,605.062151777105
13181,1981,509.168661592298
13183,1981,613.974439451108
13185,1981,558.086725415687
13187,1981,550.09277074073
13189,1981,561.96776344266
13191,1981,653.508368176922
13193,1981,480.139747770546
13195,1981,380.783179261376
13197,1981,594.83254616499
13199,1981,467.583488516913
13201,1981,571.755840057412
13205,1981,593.100161729931
13207,1981,454.126553270763
13209,1981,590.6999860224
13211,1981,477.307346377984
13213,1981,646.073238205389
13215,1981,569.562271708222
13217,1981,495.7408798788
13219,1981,373.08354989949
13221,1981,429.83864252811
13223,1981,652.335788863607
13225,1981,533.301792159025
13227,1981,582.396732590933
13229,1981,629.378359428831
13231,1981,472.795130899995
13233,1981,617.846310230407
13235,1981,530.60206122863
13237,1981,517.834012718481
13239,1981,565.338745735105
13241,1981,632.060859605753
13243,1981,581.932132042664
13245,1981,514.878842145762
13247,1981,489.547171337777
13249,1981,545.602788653208
13251,1981,596.982715434328
13253,1981,614.995200270736
13255,1981,468.089145891732
13257,1981,370.990963488178
13259,1981,540.736271621331
13261,1981,494.261148618594
13263,1981,541.545863605003
13265,1981,484.771040595114
13267,1981,574.685461654761
13269,1981,572.654245078096
13271,1981,560.988453474226
13273,1981,508.241379106344
13275,1981,612.052361883413
13277,1981,462.223151553315
13279,1981,586.281375029364
13281,1981,548.962584173099
13283,1981,572.692369150376
13285,1981,517.534161018074
13287,1981,444.121402700251
13289,1981,495.600080720548
13291,1981,539.710480611958
13293,1981,485.73218187935
13295,1981,615.811397705089
13297,1981,424.875362071642
13299,1981,562.515100762105
13301,1981,552.330503727167
13303,1981,547.046314289856
13305,1981,677.906060953156
13307,1981,564.849108774576
13309,1981,593.4814514141
13311,1981,557.971850412339
13313,1981,659.698797209346
13315,1981,501.199722857452
13317,1981,468.744672770521
13319,1981,488.05058008193
13321,1981,498.174234963828
16001,1981,168.577419923374
16003,1981,247.322234933328
16005,1981,240.204347939626
16007,1981,221.794421700972
16009,1981,302.028200382123
16011,1981,170.184390538649
16013,1981,130.988244697544
16015,1981,220.204085004954
16017,1981,385.864934376128
16019,1981,216.185547422994
16021,1981,328.034851921757
16023,1981,143.14488614418
16025,1981,137.213106355495
16027,1981,159.353426278608
16029,1981,263.401692396825
16031,1981,138.531213407651
16033,1981,185.957512170093
16035,1981,385.149609203758
16037,1981,160.988136573212
16039,1981,124.257236880078
16041,1981,248.886854008434
16043,1981,251.079842274903
16045,1981,162.902685909614
16047,1981,85.4637169468355
16049,1981,359.098395279859
16051,1981,151.203138732879
16053,1981,106.447355487762
16055,1981,286.271885431916
16057,1981,303.402348464608
16059,1981,188.503292252055
16061,1981,344.735628179379
16063,1981,92.4084772824718
16065,1981,229.826880869489
16067,1981,105.61075942602
16069,1981,288.466589835771
16071,1981,220.056999218191
16073,1981,132.083773463854
16075,1981,146.456812102927
16077,1981,186.737716046751
16079,1981,403.05732913358
16081,1981,297.820547817191
16083,1981,96.5399342948808
16085,1981,281.865129774708
16087,1981,151.741277441532
17001,1981,908.140210527503
17003,1981,747.228399974589
17005,1981,634.175629094798
17007,1981,531.723911894505
17009,1981,900.935978639684
17011,1981,723.751135354411
17013,1981,869.562751489465
17015,1981,717.121530046603
17017,1981,856.565335419159
17019,1981,809.739824043751
17021,1981,828.188985460958
17023,1981,760.937275838843
17025,1981,653.727647429579
17027,1981,662.890063978777
17029,1981,755.659225459292
17031,1981,702.370193687406
17033,1981,693.873185721786
17035,1981,740.589211222059
17037,1981,621.380721221206
17039,1981,902.546845535852
17041,1981,797.988778278357
17043,1981,640.93710150434
17045,1981,767.695468779013
17047,1981,679.473543847639
17049,1981,662.974746114446
17051,1981,630.86935981849
17053,1981,769.014584803559
17055,1981,760.454399870359
17057,1981,815.170962050035
17059,1981,729.238115063083
17061,1981,870.439745225617
17063,1981,727.277003684448
17065,1981,685.344352394128
17067,1981,868.800208522725
17069,1981,799.279096077021
17071,1981,748.770937094661
17073,1981,670.953174268428
17075,1981,751.141687860592
17077,1981,758.363211321901
17079,1981,703.954685919481
17081,1981,675.666663589652
17083,1981,821.893937413661
17085,1981,660.416684069501
17087,1981,798.727881222193
17089,1981,638.123051926207
17091,1981,771.84653244032
17093,1981,707.591116067096
17095,1981,737.62611500276
17097,1981,599.767741343639
17099,1981,745.761371629066
17101,1981,715.742852808579
17103,1981,673.234906413739
17105,1981,772.523316102336
17107,1981,909.814425662637
17109,1981,840.167247468839
17111,1981,560.62762135108
17113,1981,878.000300395482
17115,1981,878.067895271588
17117,1981,803.259090972792
17119,1981,692.938766926085
17121,1981,626.823894291467
17123,1981,805.282861900718
17125,1981,825.31331802342
17127,1981,778.206762263779
17129,1981,835.644559895172
17131,1981,622.99603760579
17133,1981,734.308812081699
17135,1981,733.861226559696
17137,1981,846.19158296291
17139,1981,765.534448038718
17141,1981,602.971319910101
17143,1981,816.743510813514
17145,1981,781.752946101459
17147,1981,838.370922570286
17149,1981,938.676695322063
17151,1981,817.821619955078
17153,1981,765.871523417686
17155,1981,769.955190489287
17157,1981,727.629689965493
17159,1981,646.309501320645
17161,1981,585.784558566125
17163,1981,717.365086227244
17165,1981,741.440214744275
17167,1981,875.521390325096
17169,1981,896.77681188531
17171,1981,842.227433692312
17173,1981,711.590416126726
17175,1981,739.910485070758
17177,1981,601.527582317079
17179,1981,867.548067139853
17181,1981,792.3392380926
17183,1981,792.690681414714
17185,1981,715.642686455708
17187,1981,731.604550620024
17189,1981,692.68172436852
17191,1981,629.919259619543
17193,1981,673.580794499836
17195,1981,632.24136487852
17197,1981,776.745240172188
17199,1981,763.56546088182
17201,1981,537.220934944524
17203,1981,841.916512775279
18001,1981,594.613424430329
18003,1981,628.207464327086
18005,1981,652.539682252605
18007,1981,736.594083085105
18009,1981,643.389970899871
18011,1981,715.474054697224
18013,1981,715.098053861944
18015,1981,673.839255828333
18017,1981,636.539319117125
18019,1981,588.442799561506
18021,1981,785.710977740228
18023,1981,685.14097572848
18025,1981,674.014931255847
18027,1981,731.910967713779
18029,1981,639.240652582057
18031,1981,655.49907210606
18033,1981,711.825978915595
18035,1981,659.896046254812
18037,1981,631.768727547385
18039,1981,739.248341947083
18041,1981,648.334156961827
18043,1981,577.209440250144
18045,1981,790.081903724889
18047,1981,620.589753271714
18049,1981,725.340521138711
18051,1981,746.936332030054
18053,1981,622.219068472928
18055,1981,764.532167587888
18057,1981,682.003473581548
18059,1981,740.302247665314
18061,1981,619.635270624992
18063,1981,717.16096257001
18065,1981,700.358401606425
18067,1981,612.11715675855
18069,1981,615.010534947485
18071,1981,673.664203084322
18073,1981,732.196904272715
18075,1981,682.181536215883
18077,1981,557.014174412958
18079,1981,606.383717175713
18081,1981,716.723392413512
18083,1981,747.171668729846
18085,1981,748.131283918224
18087,1981,798.882085465621
18089,1981,836.241404893124
18091,1981,787.477459454542
18093,1981,728.300292565289
18095,1981,658.436947090733
18097,1981,688.100441283312
18099,1981,745.4854763172
18101,1981,721.516600701586
18103,1981,636.193791766501
18105,1981,739.719619785358
18107,1981,753.764661718512
18109,1981,695.284863502165
18111,1981,748.040936414788
18113,1981,745.027732833087
18115,1981,603.028926966009
18117,1981,704.863561490398
18119,1981,742.376699924731
18121,1981,834.635270458567
18123,1981,711.613766689249
18125,1981,704.049669653908
18127,1981,778.654120713706
18129,1981,729.205436748177
18131,1981,735.680900713357
18133,1981,759.196642132877
18135,1981,649.307860566951
18137,1981,623.901239612061
18139,1981,712.698321782342
18141,1981,747.56035313171
18143,1981,549.616033013675
18145,1981,702.232899679963
18147,1981,710.480586732205
18149,1981,758.85897790966
18151,1981,764.428993122445
18153,1981,736.359023893742
18155,1981,611.694877905129
18157,1981,717.817656358397
18159,1981,635.065265064289
18161,1981,603.772790003719
18163,1981,760.799554226184
18165,1981,816.688954385985
18167,1981,829.139666098243
18169,1981,611.043559851245
18171,1981,779.003936945332
18173,1981,742.805011117978
18175,1981,637.505659206108
18177,1981,653.555885094858
18179,1981,604.052872093399
18181,1981,694.701998577382
18183,1981,689.720496878782
19001,1981,521.105367226739
19003,1981,546.463773754579
19005,1981,657.178874799428
19007,1981,770.862733629925
19009,1981,453.389438223055
19011,1981,491.974707304202
19013,1981,567.271666756432
19015,1981,441.578301980345
19017,1981,725.052138294374
19019,1981,686.561619969769
19021,1981,490.432665396796
19023,1981,573.370050979209
19025,1981,547.887248767922
19027,1981,500.835885214826
19029,1981,479.17640688441
19031,1981,555.401202302497
19033,1981,716.022820593542
19035,1981,457.638622093338
19037,1981,764.890754410612
19039,1981,617.488193990477
19041,1981,476.448278408531
19043,1981,637.586047679816
19045,1981,611.964559279361
19047,1981,431.778027196575
19049,1981,471.48124197545
19051,1981,740.820896990443
19053,1981,609.119734089892
19055,1981,714.970597110002
19057,1981,684.673317633049
19059,1981,459.211784199301
19061,1981,655.431896574235
19063,1981,533.028806446351
19065,1981,749.359920265327
19067,1981,677.869512889195
19069,1981,558.187342770297
19071,1981,535.983825853049
19073,1981,494.617543278031
19075,1981,505.468251483703
19077,1981,498.512652728856
19079,1981,488.32216313395
19081,1981,657.036201776292
19083,1981,512.423809342928
19085,1981,408.760579624447
19087,1981,617.466352275103
19089,1981,692.100830513144
19091,1981,552.237265123285
19093,1981,414.726257667703
19095,1981,494.27655933048
19097,1981,682.921475853371
19099,1981,456.62940540584
19101,1981,616.229496451688
19103,1981,537.513956511645
19105,1981,627.70013082353
19107,1981,495.727689876325
19109,1981,633.051390639459
19111,1981,794.301139260474
19113,1981,569.967789115861
19115,1981,578.439326994247
19117,1981,664.936867769955
19119,1981,432.73713359579
19121,1981,539.172650601853
19123,1981,505.268349210625
19125,1981,517.52738825859
19127,1981,471.13608019995
19129,1981,491.815429822662
19131,1981,711.629204176675
19133,1981,374.921501915636
19135,1981,625.232853841381
19137,1981,565.28946024611
19139,1981,547.091004847752
19141,1981,441.778012375184
19143,1981,438.107506000621
19145,1981,605.943863764398
19147,1981,513.705732721034
19149,1981,417.889340775743
19151,1981,568.755834192734
19153,1981,444.937020352825
19155,1981,445.802481920081
19157,1981,458.008439476359
19159,1981,550.269715135769
19161,1981,486.31632804531
19163,1981,568.867587952485
19165,1981,414.702384914624
19167,1981,450.67470210061
19169,1981,448.46739870664
19171,1981,471.399158018465
19173,1981,609.483265468982
19175,1981,548.022255931413
19177,1981,702.08047693334
19179,1981,596.604979055253
19181,1981,543.098944531406
19183,1981,540.432345854138
19185,1981,704.882594407381
19187,1981,515.201127418444
19189,1981,742.685570224829
19191,1981,684.160769084397
19193,1981,378.611015336816
19195,1981,746.277307083396
19197,1981,549.489608361045
20001,1981,639.869790423734
20003,1981,765.309314035475
20005,1981,629.834023550847
20007,1981,421.238491942396
20009,1981,664.398346627761
20011,1981,694.746354720247
20013,1981,577.727163888214
20015,1981,584.51990779371
20017,1981,736.928541147493
20019,1981,508.451901473028
20021,1981,612.745159898145
20023,1981,550.286087537585
20025,1981,409.244142015701
20027,1981,601.730752826417
20029,1981,646.977481900369
20031,1981,712.22391213743
20033,1981,397.295410739972
20035,1981,550.519244156059
20037,1981,605.919502106045
20039,1981,494.222226530864
20041,1981,670.784961656192
20043,1981,646.479370071334
20045,1981,806.612550272657
20047,1981,554.168647893737
20049,1981,493.754570194769
20051,1981,469.764324251945
20053,1981,631.844801915201
20055,1981,375.27800980055
20057,1981,476.777483354053
20059,1981,827.791891764359
20061,1981,643.683490124735
20063,1981,435.634285781779
20065,1981,386.880706650966
20067,1981,294.72021204092
20069,1981,418.727640821473
20071,1981,289.167290759538
20073,1981,623.439688015293
20075,1981,295.918622933288
20077,1981,407.972538494625
20079,1981,557.567894419848
20081,1981,359.762059411408
20083,1981,537.450468006201
20085,1981,659.706254533884
20087,1981,761.009268691741
20089,1981,634.811136875298
20091,1981,795.764273226785
20093,1981,327.84472740372
20095,1981,400.924641560302
20097,1981,494.561422786487
20099,1981,569.364390275945
20101,1981,402.877339619336
20103,1981,727.571597277137
20105,1981,614.440697426144
20107,1981,852.110127948761
20109,1981,364.334037942647
20111,1981,711.480826378845
20113,1981,609.420029825797
20115,1981,674.206739599075
20117,1981,591.680866307527
20119,1981,397.658090032514
20121,1981,888.807916817947
20123,1981,626.784025767794
20125,1981,520.970809150168
20127,1981,697.092781346165
20129,1981,293.651833088763
20131,1981,569.280956606295
20133,1981,584.456118037848
20135,1981,452.632211947034
20137,1981,519.833761920297
20139,1981,721.676413183036
20141,1981,562.076762870669
20143,1981,655.796605028087
20145,1981,606.639904429017
20147,1981,512.622888803949
20149,1981,634.89181009419
20151,1981,468.751088150087
20153,1981,594.158292709431
20155,1981,497.542343352979
20157,1981,558.082819454647
20159,1981,618.39703602917
20161,1981,605.090015615371
20163,1981,403.552479125674
20165,1981,567.405796572444
20167,1981,559.111444967042
20169,1981,665.669996903348
20171,1981,366.913801350301
20173,1981,473.543052895688
20175,1981,312.489327913388
20177,1981,729.306316694993
20179,1981,458.34713922419
20181,1981,474.938221711288
20183,1981,586.692715256678
20185,1981,580.215838938944
20187,1981,301.485085985359
20189,1981,297.542638565249
20191,1981,456.722043160665
20193,1981,496.310233404571
20195,1981,385.742024635958
20197,1981,690.94648933764
20199,1981,367.281570266409
20201,1981,600.608152966673
20203,1981,331.379425162906
20205,1981,565.95054097491
20207,1981,657.74079907106
20209,1981,758.30632373845
21001,1981,871.335101259289
21003,1981,729.240704636734
21005,1981,617.083852867095
21007,1981,764.589264046988
21009,1981,818.613119907987
21011,1981,657.798211927485
21013,1981,746.947957018899
21015,1981,652.412099274795
21017,1981,620.051333913557
21019,1981,573.117012164207
21021,1981,695.557841987207
21023,1981,635.20175796985
21025,1981,611.611029529181
21027,1981,722.935071474412
21029,1981,623.770810568082
21031,1981,690.365696912668
21033,1981,748.44722449466
21035,1981,825.663482507878
21037,1981,641.123520411331
21039,1981,802.032862538916
21041,1981,589.780528478971
21043,1981,604.661719159312
21045,1981,833.272978527218
21047,1981,737.08381686891
21049,1981,661.129489019295
21051,1981,690.996763962468
21053,1981,780.957807941575
21055,1981,782.831298503456
21057,1981,761.455398068901
21059,1981,747.111318876436
21061,1981,751.385536649936
21063,1981,635.40281660858
21065,1981,720.681510445888
21067,1981,621.852359783862
21069,1981,584.205088415038
21071,1981,609.872009835024
21073,1981,577.579520739764
21075,1981,770.995902708177
21077,1981,646.036702872794
21079,1981,758.252501289887
21081,1981,660.47814616212
21083,1981,813.624494567444
21085,1981,739.59704324773
21087,1981,850.78003660999
21089,1981,570.201082066349
21091,1981,757.235584894958
21093,1981,675.885155932367
21095,1981,690.906962023759
21097,1981,585.576901468074
21099,1981,783.234972623574
21101,1981,762.911434854406
21103,1981,622.835782408344
21105,1981,808.334265700001
21107,1981,764.768627089208
21109,1981,735.629347244554
21111,1981,614.770140027848
21113,1981,694.765696912093
21115,1981,639.308030103263
21117,1981,645.798632445209
21119,1981,625.452467816768
21121,1981,736.31074615649
21123,1981,732.565252482389
21125,1981,728.565896725902
21127,1981,602.961557844167
21129,1981,666.545961719638
21131,1981,650.490152765118
21133,1981,650.350123295304
21135,1981,639.487774302581
21137,1981,795.392738940038
21139,1981,807.283376306998
21141,1981,685.563383758266
21143,1981,773.847296549882
21145,1981,760.980537932285
21147,1981,737.130617576923
21149,1981,722.753736865353
21151,1981,738.430372922315
21153,1981,680.79275117132
21155,1981,716.660938994903
21157,1981,814.767432212421
21159,1981,600.927993339129
21161,1981,632.994732269058
21163,1981,678.923156468795
21165,1981,744.99128575197
21167,1981,660.749048177549
21169,1981,819.608356730288
21171,1981,767.625445739846
21173,1981,673.661764439338
21175,1981,665.797796553256
21177,1981,713.855100311789
21179,1981,669.742752413789
21181,1981,601.671434916595
21183,1981,742.168927064681
21185,1981,664.728868453409
21187,1981,638.79582726639
21189,1981,661.276801834539
21191,1981,656.712123184495
21193,1981,611.03513932113
21195,1981,578.317674226049
21197,1981,695.587790876647
21199,1981,794.716709810778
21201,1981,600.302228416941
21203,1981,847.183549826818
21205,1981,677.465532173191
21207,1981,890.939093339265
21209,1981,554.087802950249
21211,1981,596.493336233985
21213,1981,678.217399336878
21215,1981,609.387924669697
21217,1981,852.208024600789
21219,1981,724.934629403624
21221,1981,731.553815379502
21223,1981,568.314891623447
21225,1981,742.342800684939
21227,1981,714.920857317416
21229,1981,655.060046397849
21231,1981,773.665678292487
